JobName,NNodes,MaxVMSize,AveVMSize,MaxVMSizeNode,MaxVMSizeTask,MaxRSS,MaxRSSNode,MaxRSSTask,AveCPU,CPUTime,CPUTimeRAW,Elapsed,Start,End,State,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3135,2,46092K,sdumont3133,0,00:07:51,08:12:00,29520,00:04:06,2022-11-18T16:17:54,2022-11-18T16:22:00,COMPLETED,
2000bs-2th-aminoacido,5,,,,,,,,,16:12:00,58320,00:08:06,2022-11-18T16:18:32,2022-11-18T16:26:38,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8592K,sdumont3143,0,00:00:00,03:14:24,11664,00:08:06,2022-11-18T16:18:32,2022-11-18T16:26:38,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3146,3,46200K,sdumont3143,0,00:15:44,16:12:00,58320,00:08:06,2022-11-18T16:18:32,2022-11-18T16:26:38,COMPLETED,
2000bs-2th-aminoacido,5,,,,,,,,,17:12:00,61920,00:08:36,2022-11-18T16:19:37,2022-11-18T16:28:13,COMPLETED,
batch,1,765684K,765684K,sdumont3148,0,8580K,sdumont3148,0,00:00:00,03:26:24,12384,00:08:36,2022-11-18T16:19:37,2022-11-18T16:28:13,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3151,3,46108K,sdumont3152,4,00:16:43,17:12:00,61920,00:08:36,2022-11-18T16:19:37,2022-11-18T16:28:13,COMPLETED,
2000bs-2th-aminoacido,5,,,,,,,,,17:22:00,62520,00:08:41,2022-11-18T16:21:17,2022-11-18T16:29:58,COMPLETED,
batch,1,765684K,765684K,sdumont3138,0,8584K,sdumont3138,0,00:00:00,03:28:24,12504,00:08:41,2022-11-18T16:21:17,2022-11-18T16:29:58,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,364692275,sdumont3138,0,46112K,sdumont3139,1,00:16:46,17:20:00,62400,00:08:40,2022-11-18T16:21:18,2022-11-18T16:29:58,COMPLETED,
2000bs-2th-aminoacido,5,,,,,,,,,16:06:00,57960,00:08:03,2022-11-18T16:22:00,2022-11-18T16:30:03,COMPLETED,
batch,1,765684K,765684K,sdumont3133,0,8596K,sdumont3133,0,00:00:00,03:13:12,11592,00:08:03,2022-11-18T16:22:00,2022-11-18T16:30:03,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,324426956,sdumont3136,3,46124K,sdumont3134,1,00:14:57,16:00:00,57600,00:08:00,2022-11-18T16:22:02,2022-11-18T16:30:02,COMPLETED,
2000bs-2th-aminoacido,5,,,,,,,,,16:54:00,60840,00:08:27,2022-11-18T16:26:38,2022-11-18T16:35:05,COMPLETED,
batch,1,765684K,765684K,sdumont3143,0,8572K,sdumont3143,0,00:00:00,03:22:48,12168,00:08:27,2022-11-18T16:26:38,2022-11-18T16:35:05,COMPLETED,
raxmlHPC-HYBRID-AVX,5,369252K,351270502,sdumont3144,1,46124K,sdumont3144,1,00:15:45,16:52:00,60720,00:08:26,2022-11-18T16:26:39,2022-11-18T16:35:05,COMPLETED,
10bs-24th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:28:13,2022-11-18T16:28:17,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2284K,sdumont3080,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:28:13,2022-11-18T16:28:17,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,324426956,sdumont3087,7,2292K,sdumont3087,7,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:28:14,2022-11-18T16:28:17,COMPLETED,
10bs-24th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:28:18,2022-11-18T16:28:22,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2288K,sdumont3080,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:28:18,2022-11-18T16:28:22,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,317716070,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:28:18,2022-11-18T16:28:21,COMPLETED,
10bs-24th-aminoacido,10,,,,,,,,,00:12:00,720,00:00:03,2022-11-18T16:28:22,2022-11-18T16:28:25,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T16:28:22,2022-11-18T16:28:25,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,331137843,sdumont3087,7,2296K,sdumont3087,7,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:28:22,2022-11-18T16:28:25,COMPLETED,
10bs-24th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:28:26,2022-11-18T16:28:30,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:28:26,2022-11-18T16:28:30,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,336484K,sdumont3088,8,2296K,sdumont3088,8,00:00:00,00:16:00,960,00:00:04,2022-11-18T16:28:26,2022-11-18T16:28:30,COMPLETED,
10bs-24th-aminoacido,10,,,,,,,,,00:12:00,720,00:00:03,2022-11-18T16:28:30,2022-11-18T16:28:33,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2284K,sdumont3080,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T16:28:30,2022-11-18T16:28:33,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,324426956,sdumont3083,3,2296K,sdumont3083,3,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:28:30,2022-11-18T16:28:33,COMPLETED,
100bs-24th-aminoacido,10,,,,,,,,,00:32:00,1920,00:00:08,2022-11-18T16:28:34,2022-11-18T16:28:42,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2280K,sdumont3080,0,00:00:00,00:03:12,192,00:00:08,2022-11-18T16:28:34,2022-11-18T16:28:42,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,324426956,sdumont3083,3,2296K,sdumont3083,3,00:00:00,00:32:00,1920,00:00:08,2022-11-18T16:28:34,2022-11-18T16:28:42,COMPLETED,
100bs-24th-aminoacido,10,,,,,,,,,00:40:00,2400,00:00:10,2022-11-18T16:28:42,2022-11-18T16:28:52,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2288K,sdumont3080,0,00:00:00,00:04:00,240,00:00:10,2022-11-18T16:28:42,2022-11-18T16:28:52,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,324426956,sdumont3084,4,2300K,sdumont3081,1,00:00:00,00:36:00,2160,00:00:09,2022-11-18T16:28:43,2022-11-18T16:28:52,COMPLETED,
100bs-24th-aminoacido,10,,,,,,,,,00:36:00,2160,00:00:09,2022-11-18T16:28:52,2022-11-18T16:29:01,COMPLETED,
batch,1,300704K,300704K,sdumont3090,0,2284K,sdumont3090,0,00:00:00,00:03:36,216,00:00:09,2022-11-18T16:28:52,2022-11-18T16:29:01,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,331137843,sdumont3099,9,2296K,sdumont3097,7,00:00:00,00:36:00,2160,00:00:09,2022-11-18T16:28:52,2022-11-18T16:29:01,COMPLETED,
100bs-24th-aminoacido,10,,,,,,,,,00:32:00,1920,00:00:08,2022-11-18T16:29:02,2022-11-18T16:29:10,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2280K,sdumont3080,0,00:00:00,00:03:12,192,00:00:08,2022-11-18T16:29:02,2022-11-18T16:29:10,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,324426956,sdumont3084,4,2296K,sdumont3084,4,00:00:00,00:28:00,1680,00:00:07,2022-11-18T16:29:03,2022-11-18T16:29:10,COMPLETED,
100bs-24th-aminoacido,10,,,,,,,,,00:36:00,2160,00:00:09,2022-11-18T16:29:10,2022-11-18T16:29:19,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2276K,sdumont3080,0,00:00:00,00:03:36,216,00:00:09,2022-11-18T16:29:10,2022-11-18T16:29:19,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,324426956,sdumont3084,4,2288K,sdumont3084,4,00:00:00,00:32:00,1920,00:00:08,2022-11-18T16:29:11,2022-11-18T16:29:19,COMPLETED,
1000bs-24th-aminoacido,10,,,,,,,,,03:36:00,12960,00:00:54,2022-11-18T16:29:19,2022-11-18T16:30:13,COMPLETED,
batch,1,1098504K,1098504K,sdumont3080,0,8720K,sdumont3080,0,00:00:00,00:21:36,1296,00:00:54,2022-11-18T16:29:19,2022-11-18T16:30:13,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1726.50M,1767930K,sdumont3089,9,48924K,sdumont3086,6,00:11:30,03:36:00,12960,00:00:54,2022-11-18T16:29:19,2022-11-18T16:30:13,COMPLETED,
1000bs-24th-aminoacido,10,,,,,,,,,04:08:00,14880,00:01:02,2022-11-18T16:29:58,2022-11-18T16:31:00,COMPLETED,
batch,1,1098504K,1098504K,sdumont3090,0,8724K,sdumont3090,0,00:00:00,00:24:48,1488,00:01:02,2022-11-18T16:29:58,2022-11-18T16:31:00,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1726.50M,1810316492,sdumont3092,2,48928K,sdumont3096,6,00:23:26,04:04:00,14640,00:01:01,2022-11-18T16:29:59,2022-11-18T16:31:00,COMPLETED,
1000bs-24th-aminoacido,10,,,,,,,,,03:36:00,12960,00:00:54,2022-11-18T16:30:03,2022-11-18T16:30:57,COMPLETED,
batch,1,1098504K,1098504K,sdumont3133,0,8720K,sdumont3133,0,00:00:00,00:21:36,1296,00:00:54,2022-11-18T16:30:03,2022-11-18T16:30:57,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1726.50M,1767848K,sdumont3137,4,48952K,sdumont3136,3,00:11:24,03:32:00,12720,00:00:53,2022-11-18T16:30:04,2022-11-18T16:30:57,COMPLETED,
1000bs-24th-aminoacido,10,,,,,,,,,04:04:00,14640,00:01:01,2022-11-18T16:30:13,2022-11-18T16:31:14,COMPLETED,
batch,1,1098504K,1098504K,sdumont3020,0,8720K,sdumont3020,0,00:00:00,00:24:24,1464,00:01:01,2022-11-18T16:30:13,2022-11-18T16:31:14,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1767940K,1810362777,sdumont3150,3,48924K,sdumont3151,4,00:11:28,04:00:00,14400,00:01:00,2022-11-18T16:30:14,2022-11-18T16:31:14,COMPLETED,
1000bs-24th-aminoacido,10,,,,,,,,,03:36:00,12960,00:00:54,2022-11-18T16:30:58,2022-11-18T16:31:52,COMPLETED,
batch,1,1098504K,1098504K,sdumont3080,0,8712K,sdumont3080,0,00:00:00,00:21:36,1296,00:00:54,2022-11-18T16:30:58,2022-11-18T16:31:52,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1726.50M,1810363187,sdumont3086,6,48936K,sdumont3086,6,00:11:30,03:32:00,12720,00:00:53,2022-11-18T16:30:59,2022-11-18T16:31:52,COMPLETED,
2000bs-24th-aminoacido,10,,,,,,,,,07:24:00,26640,00:01:51,2022-11-18T16:31:01,2022-11-18T16:32:52,COMPLETED,
batch,1,1098504K,1098504K,sdumont3133,0,8712K,sdumont3133,0,00:00:00,00:44:24,2664,00:01:51,2022-11-18T16:31:01,2022-11-18T16:32:52,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1767944K,1810287001,sdumont3138,5,50828K,sdumont3133,0,00:35:19,07:20:00,26400,00:01:50,2022-11-18T16:31:02,2022-11-18T16:32:52,COMPLETED,
2000bs-24th-aminoacido,10,,,,,,,,,08:12:00,29520,00:02:03,2022-11-18T16:31:15,2022-11-18T16:33:18,COMPLETED,
batch,1,1098504K,1098504K,sdumont3090,0,8716K,sdumont3090,0,00:00:00,00:49:12,2952,00:02:03,2022-11-18T16:31:15,2022-11-18T16:33:18,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1767944K,1810370969,sdumont3093,3,49044K,sdumont3096,6,00:47:12,08:12:00,29520,00:02:03,2022-11-18T16:31:15,2022-11-18T16:33:18,COMPLETED,
2000bs-24th-aminoacido,10,,,,,,,,,07:04:00,25440,00:01:46,2022-11-18T16:31:52,2022-11-18T16:33:38,COMPLETED,
batch,1,1098504K,1098504K,sdumont3080,0,8720K,sdumont3080,0,00:00:00,00:42:24,2544,00:01:46,2022-11-18T16:31:52,2022-11-18T16:33:38,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1767948K,1810371379,sdumont3083,3,48944K,sdumont3086,6,00:35:28,07:00:00,25200,00:01:45,2022-11-18T16:31:53,2022-11-18T16:33:38,COMPLETED,
2000bs-24th-aminoacido,10,,,,,,,,,07:04:00,25440,00:01:46,2022-11-18T16:32:52,2022-11-18T16:34:38,COMPLETED,
batch,1,1098504K,1098504K,sdumont3133,0,8708K,sdumont3133,0,00:00:00,00:42:24,2544,00:01:46,2022-11-18T16:32:52,2022-11-18T16:34:38,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1767952K,1810373017,sdumont3141,8,48944K,sdumont3139,6,00:35:22,07:00:00,25200,00:01:45,2022-11-18T16:32:53,2022-11-18T16:34:38,COMPLETED,
2000bs-24th-aminoacido,10,,,,,,,,,07:48:00,28080,00:01:57,2022-11-18T16:33:18,2022-11-18T16:35:15,COMPLETED,
batch,1,1098504K,1098504K,sdumont3090,0,8712K,sdumont3090,0,00:00:00,00:46:48,2808,00:01:57,2022-11-18T16:33:18,2022-11-18T16:35:15,COMPLETED,
raxmlHPC-HYBRID-AVX,10,1767944K,1810371788,sdumont3095,5,48948K,sdumont3096,6,00:35:26,07:40:00,27600,00:01:55,2022-11-18T16:33:20,2022-11-18T16:35:15,COMPLETED,
10bs-12th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:33:38,2022-11-18T16:33:42,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:33:38,2022-11-18T16:33:42,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,336484K,sdumont3083,3,2296K,sdumont3086,6,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:33:39,2022-11-18T16:33:42,COMPLETED,
10bs-12th-aminoacido,10,,,,,,,,,00:12:00,720,00:00:03,2022-11-18T16:33:43,2022-11-18T16:33:46,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T16:33:43,2022-11-18T16:33:46,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,364692275,sdumont3089,9,2300K,sdumont3082,2,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:33:43,2022-11-18T16:33:46,COMPLETED,
10bs-12th-aminoacido,10,,,,,,,,,00:20:00,1200,00:00:05,2022-11-18T16:33:47,2022-11-18T16:33:52,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:02:00,120,00:00:05,2022-11-18T16:33:47,2022-11-18T16:33:52,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,357981388,sdumont3089,9,2300K,sdumont3084,4,00:00:00,00:20:00,1200,00:00:05,2022-11-18T16:33:47,2022-11-18T16:33:52,COMPLETED,
10bs-12th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:33:52,2022-11-18T16:33:56,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2280K,sdumont3080,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:33:52,2022-11-18T16:33:56,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,357981388,sdumont3089,9,2296K,sdumont3089,9,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:33:53,2022-11-18T16:33:56,COMPLETED,
10bs-12th-aminoacido,10,,,,,,,,,00:12:00,720,00:00:03,2022-11-18T16:33:56,2022-11-18T16:33:59,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2284K,sdumont3080,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T16:33:56,2022-11-18T16:33:59,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,364692275,sdumont3082,2,2296K,sdumont3082,2,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:33:56,2022-11-18T16:33:59,COMPLETED,
100bs-12th-aminoacido,10,,,,,,,,,00:32:00,1920,00:00:08,2022-11-18T16:33:59,2022-11-18T16:34:07,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2280K,sdumont3080,0,00:00:00,00:03:12,192,00:00:08,2022-11-18T16:33:59,2022-11-18T16:34:07,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,371403161,sdumont3083,3,2296K,sdumont3082,2,00:00:00,00:32:00,1920,00:00:08,2022-11-18T16:33:59,2022-11-18T16:34:07,COMPLETED,
100bs-12th-aminoacido,10,,,,,,,,,00:36:00,2160,00:00:09,2022-11-18T16:34:07,2022-11-18T16:34:16,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:03:36,216,00:00:09,2022-11-18T16:34:07,2022-11-18T16:34:16,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,351270502,sdumont3089,9,2292K,sdumont3089,9,00:00:00,00:32:00,1920,00:00:08,2022-11-18T16:34:08,2022-11-18T16:34:16,COMPLETED,
100bs-12th-aminoacido,10,,,,,,,,,00:40:00,2400,00:00:10,2022-11-18T16:34:17,2022-11-18T16:34:27,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2292K,sdumont3080,0,00:00:00,00:04:00,240,00:00:10,2022-11-18T16:34:17,2022-11-18T16:34:27,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,351270502,sdumont3083,3,2300K,sdumont3088,8,00:00:00,00:40:00,2400,00:00:10,2022-11-18T16:34:17,2022-11-18T16:34:27,COMPLETED,
100bs-12th-aminoacido,10,,,,,,,,,00:36:00,2160,00:00:09,2022-11-18T16:34:27,2022-11-18T16:34:36,COMPLETED,
batch,1,235168K,235168K,sdumont3080,0,2280K,sdumont3080,0,00:00:00,00:03:36,216,00:00:09,2022-11-18T16:34:27,2022-11-18T16:34:36,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,351270502,sdumont3083,3,2296K,sdumont3083,3,00:00:00,00:32:00,1920,00:00:08,2022-11-18T16:34:28,2022-11-18T16:34:36,COMPLETED,
100bs-12th-aminoacido,10,,,,,,,,,00:36:00,2160,00:00:09,2022-11-18T16:34:36,2022-11-18T16:34:45,COMPLETED,
batch,1,300704K,300704K,sdumont3080,0,2288K,sdumont3080,0,00:00:00,00:03:36,216,00:00:09,2022-11-18T16:34:36,2022-11-18T16:34:45,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,351270502,sdumont3085,5,2296K,sdumont3081,1,00:00:00,00:32:00,1920,00:00:08,2022-11-18T16:34:37,2022-11-18T16:34:45,COMPLETED,
1000bs-12th-aminoacido,10,,,,,,,,,04:00:00,14400,00:01:00,2022-11-18T16:34:38,2022-11-18T16:35:38,COMPLETED,
batch,1,1098504K,1098504K,sdumont3133,0,8708K,sdumont3133,0,00:00:00,00:24:00,1440,00:01:00,2022-11-18T16:34:38,2022-11-18T16:35:38,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956908K,979777126,sdumont3139,6,49668K,sdumont3135,2,00:05:42,04:00:00,14400,00:01:00,2022-11-18T16:34:38,2022-11-18T16:35:38,COMPLETED,
1000bs-12th-aminoacido,10,,,,,,,,,04:04:00,14640,00:01:01,2022-11-18T16:34:45,2022-11-18T16:35:46,COMPLETED,
batch,1,1098504K,1098504K,sdumont3080,0,8712K,sdumont3080,0,00:00:00,00:24:24,1464,00:01:01,2022-11-18T16:34:45,2022-11-18T16:35:46,COMPLETED,
raxmlHPC-HYBRID-AVX,10,934.50M,956860K,sdumont3087,7,49516K,sdumont3081,1,00:05:44,04:00:00,14400,00:01:00,2022-11-18T16:34:46,2022-11-18T16:35:46,COMPLETED,
1000bs-12th-aminoacido,10,,,,,,,,,04:00:00,14400,00:01:00,2022-11-18T16:35:05,2022-11-18T16:36:05,COMPLETED,
batch,1,1098504K,1098504K,sdumont3143,0,8728K,sdumont3143,0,00:00:00,00:24:00,1440,00:01:00,2022-11-18T16:35:05,2022-11-18T16:36:05,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956912K,979866828,sdumont3146,3,47668K,sdumont3147,4,00:05:46,04:00:00,14400,00:01:00,2022-11-18T16:35:05,2022-11-18T16:36:05,COMPLETED,
1000bs-12th-aminoacido,10,,,,,,,,,04:20:00,15600,00:01:05,2022-11-18T16:35:15,2022-11-18T16:36:20,COMPLETED,
batch,1,1098504K,1098504K,sdumont3090,0,8712K,sdumont3090,0,00:00:00,00:26:00,1560,00:01:05,2022-11-18T16:35:15,2022-11-18T16:36:20,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956908K,979825459,sdumont3097,7,47676K,sdumont3094,4,00:11:40,04:20:00,15600,00:01:05,2022-11-18T16:35:15,2022-11-18T16:36:20,COMPLETED,
1000bs-12th-aminoacido,10,,,,,,,,,03:56:00,14160,00:00:59,2022-11-18T16:35:38,2022-11-18T16:36:37,COMPLETED,
batch,1,1098504K,1098504K,sdumont3133,0,8712K,sdumont3133,0,00:00:00,00:23:36,1416,00:00:59,2022-11-18T16:35:38,2022-11-18T16:36:37,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956916K,956898K,sdumont3136,3,47704K,sdumont3139,6,00:05:46,03:52:00,13920,00:00:58,2022-11-18T16:35:39,2022-11-18T16:36:37,COMPLETED,
2000bs-12th-aminoacido,10,,,,,,,,,07:44:00,27840,00:01:56,2022-11-18T16:35:46,2022-11-18T16:37:42,COMPLETED,
batch,1,1098504K,1098504K,sdumont3080,0,8708K,sdumont3080,0,00:00:00,00:46:24,2784,00:01:56,2022-11-18T16:35:46,2022-11-18T16:37:42,COMPLETED,
raxmlHPC-HYBRID-AVX,10,934.50M,956914K,sdumont3085,5,47708K,sdumont3080,0,00:17:28,07:44:00,27840,00:01:56,2022-11-18T16:35:46,2022-11-18T16:37:42,COMPLETED,
2000bs-12th-aminoacido,10,,,,,,,,,07:48:00,28080,00:01:57,2022-11-18T16:36:05,2022-11-18T16:38:02,COMPLETED,
batch,1,1098504K,1098504K,sdumont3143,0,8712K,sdumont3143,0,00:00:00,00:46:48,2808,00:01:57,2022-11-18T16:36:05,2022-11-18T16:38:02,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956920K,979881164,sdumont3152,9,47712K,sdumont3146,3,00:17:37,07:48:00,28080,00:01:57,2022-11-18T16:36:05,2022-11-18T16:38:02,COMPLETED,
2000bs-12th-aminoacido,10,,,,,,,,,08:40:00,31200,00:02:10,2022-11-18T16:36:20,2022-11-18T16:38:30,COMPLETED,
batch,1,1098504K,1098504K,sdumont3090,0,8716K,sdumont3090,0,00:00:00,00:52:00,3120,00:02:10,2022-11-18T16:36:20,2022-11-18T16:38:30,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956920K,956914K,sdumont3095,5,47700K,sdumont3094,4,00:23:38,08:32:00,30720,00:02:08,2022-11-18T16:36:22,2022-11-18T16:38:30,COMPLETED,
2000bs-12th-aminoacido,10,,,,,,,,,07:48:00,28080,00:01:57,2022-11-18T16:36:37,2022-11-18T16:38:34,COMPLETED,
batch,1,1098504K,1098504K,sdumont3133,0,8712K,sdumont3133,0,00:00:00,00:46:48,2808,00:01:57,2022-11-18T16:36:37,2022-11-18T16:38:34,COMPLETED,
raxmlHPC-HYBRID-AVX,10,934.50M,979879116,sdumont3138,5,47696K,sdumont3137,4,00:17:39,07:40:00,27600,00:01:55,2022-11-18T16:36:39,2022-11-18T16:38:34,COMPLETED,
2000bs-12th-aminoacido,10,,,,,,,,,07:36:00,27360,00:01:54,2022-11-18T16:37:42,2022-11-18T16:39:36,COMPLETED,
batch,1,1098504K,1098504K,sdumont3080,0,8720K,sdumont3080,0,00:00:00,00:45:36,2736,00:01:54,2022-11-18T16:37:42,2022-11-18T16:39:36,COMPLETED,
raxmlHPC-HYBRID-AVX,10,956920K,979878707,sdumont3083,3,47688K,sdumont3084,4,00:17:41,07:32:00,27120,00:01:53,2022-11-18T16:37:43,2022-11-18T16:39:36,COMPLETED,
10bs-6th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:38:02,2022-11-18T16:38:06,COMPLETED,
batch,1,235168K,235168K,sdumont3143,0,2280K,sdumont3143,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:38:02,2022-11-18T16:38:06,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,331137843,sdumont3150,7,2296K,sdumont3150,7,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:38:03,2022-11-18T16:38:06,COMPLETED,
10bs-6th-aminoacido,10,,,,,,,,,00:12:00,720,00:00:03,2022-11-18T16:38:07,2022-11-18T16:38:10,COMPLETED,
batch,1,235168K,235168K,sdumont3143,0,2272K,sdumont3143,0,00:00:00,00:01:12,72,00:00:03,2022-11-18T16:38:07,2022-11-18T16:38:10,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,336484K,sdumont3150,7,2296K,sdumont3145,2,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:38:07,2022-11-18T16:38:10,COMPLETED,
10bs-6th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:38:10,2022-11-18T16:38:14,COMPLETED,
batch,1,235168K,235168K,sdumont3143,0,2284K,sdumont3143,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:38:10,2022-11-18T16:38:14,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,336484K,sdumont3152,9,2300K,sdumont3143,0,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:38:10,2022-11-18T16:38:13,COMPLETED,
10bs-6th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:38:14,2022-11-18T16:38:18,COMPLETED,
batch,1,235168K,235168K,sdumont3143,0,2276K,sdumont3143,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:38:14,2022-11-18T16:38:18,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,364692275,sdumont3152,9,2300K,sdumont3144,1,00:00:00,00:16:00,960,00:00:04,2022-11-18T16:38:14,2022-11-18T16:38:18,COMPLETED,
10bs-6th-aminoacido,10,,,,,,,,,00:16:00,960,00:00:04,2022-11-18T16:38:18,2022-11-18T16:38:22,COMPLETED,
batch,1,235168K,235168K,sdumont3143,0,2280K,sdumont3143,0,00:00:00,00:01:36,96,00:00:04,2022-11-18T16:38:18,2022-11-18T16:38:22,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,331137843,sdumont3150,7,2296K,sdumont3150,7,00:00:00,00:12:00,720,00:00:03,2022-11-18T16:38:19,2022-11-18T16:38:22,COMPLETED,
100bs-6th-aminoacido,10,,,,,,,,,00:40:00,2400,00:00:10,2022-11-18T16:38:23,2022-11-18T16:38:33,COMPLETED,
batch,1,235168K,235168K,sdumont3143,0,2280K,sdumont3143,0,00:00:00,00:04:00,240,00:00:10,2022-11-18T16:38:23,2022-11-18T16:38:33,COMPLETED,
raxmlHPC-HYBRID-AVX,10,369252K,336484K,sdumont3152,9,2300K,sdumont3150,7,00:00:00,00:36:00,2160,00:00:09,2022-11-18T16:38:24,2022-11-18T16:38:33,COMPLETED,
100bs-6th-aminoacido,10,,,,,,,,,00:52:00,3120,00:00:13,2022-11-18T16:38:32,2022-11-18T16:38:45,COMPLETED,
